,id,name,id_post,created_time,updated_time,message,type,picture,source,like,love,haha,wow,sad,angry,total_reactions,total_shares,total_comments,video_length
115,101084031778928,Biết thế éo đi làm,101084031778928_904497055015936,2023-11-01T14:34:27+0000,2023-11-07T15:48:58+0000,Khi bạn có đứa bạn 3 hôm đòi nghỉ việc 1 lần :D,photo,https://scontent.fhan3-3.fna.fbcdn.net/v/t39.30808-6/396496647_904497025015939_990405230443541089_n.jpg?stp=dst-jpg_p130x130&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=hZvDto1syTgAX8fmdJT&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-3.fna&cb_e2o_trans=t&oh=00_AfBl9pQwHLbqHfuMvugNzMLHK6UkhY2V6cUAA5GW1zFCCg&oe=655D5780,,3423,9,3085,6,61,0,6584,65,817,0
116,101084031778928,Biết thế éo đi làm,101084031778928_904192741713034,2023-11-01T13:00:07+0000,2023-11-04T05:47:44+0000,"Không phải đi làm thì nhìn mọi thứ bằng những ánh mắt khác quá
Đu iPhone 15 series ở FPT Shop có liền chẳng phải chờ đợi lại còn được giảm đến 1.5 triệu, lại còn có bảo hành 2 năm và đặc quyền 12 tháng 1 đổi 1
Nhưng đi làm rồi thì cái gì cũng quy đổi ra những đồng lương ít ỏi này thuii😭
Thôi thì đợi 7 tháng nữa nha",photo,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.30808-6/396497827_904355248363450_2052488808910307220_n.jpg?stp=dst-jpg_p130x130&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Uuh6-LCZHjgAX__bMjw&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfCkMA40ujhSr4k6DkaHU9VeMvJLFig3Ylisk2VGSd78XA&oe=655DAFF6,,1794,10,331,0,810,0,2945,23,37,0
117,101084031778928,Biết thế éo đi làm,101084031778928_904410731691235,2023-11-01T12:00:57+0000,2023-11-10T10:30:17+0000,"Intern rich kid đi làm kiểu:
.
.
.
.
.
.
.
.
.
Sáng đặt Grab Car chuyến đi, tối búc Grab Mart đi chợ hộ, nhưng đâu ai biết là do MoMo đã chính thức có mặt trên Grab, tung chiêu siêu tiện siêu lợi, dại gì không xài 😲
Check ngay tin sốt này qua chiếc video dân gian duyên dáng dữ dằn sau, rồi check app liền tay đi bà coan ơiiiii",video,https://scontent.fhan3-4.fna.fbcdn.net/v/t15.5256-10/354444753_1787875001644485_2373775854067480014_n.jpg?stp=dst-jpg_p130x130&_nc_cat=104&ccb=1-7&_nc_sid=1a7029&_nc_ohc=SDBq1VSmss0AX_Q0ojP&_nc_oc=AQnWC3_6dd9JDWgEW1iNf9NeL3_tNkLJ_T17BjZMVqi9nG0VOJ43g_587Ll26aNYbvoZS-01o1IlL2TvmUwXRZd5&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfAxHvZC1DLlE0xm4uLuHZvwbkq50q0Ac6HwSiBOs6VN_w&oe=655E1D8C,https://scontent.fhan4-3.fna.fbcdn.net/v/t42.1790-2/397044289_1752387455225411_408067961190409474_n.mp4?_nc_cat=100&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjU4MSwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=mwYJ28oZ9dMAX-L8c4o&rl=581&vabr=323&_nc_ht=scontent.fhan4-3.fna&cb_e2o_trans=t&oh=00_AfAlC3WMXvtDn98gwCxGgPGnhO-n65uAvwNBneb6i_K-WA&oe=655CFFC8,1739,662,113,443,0,0,2957,0,137,30
118,101084031778928,Biết thế éo đi làm,101084031778928_904384291693879,2023-11-01T11:01:38+0000,2023-11-15T06:51:12+0000,"Nhìn bề ngoài trông mình cũng giỏi. Lương 5 triệu mà về quê hàng xóm cứ nghĩ làm tập đoàn đa quốc gia, lương 30-40 triệu",status,,,593,1,641,0,23,0,1258,29,72,0
119,101084031778928,Biết thế éo đi làm,101084031778928_904319835033658,2023-11-01T08:35:15+0000,2023-11-07T06:10:23+0000,Mới đầu năm bảo ra Tết nghỉ việc mà bây giờ đã cuối năm và tôi vẫn ngồi đây để đợi thưởng Tết năm tới 🥲,status,,,2124,8,2429,3,80,0,4644,117,400,0
120,101084031778928,Biết thế éo đi làm,101084031778928_904287508370224,2023-11-01T07:25:33+0000,2023-11-10T09:31:34+0000,"Sau 1 tiếng 7 phút trò chuyện nhưng khách lại: ""Để anh xem xét thêm""",photo,https://scontent.fhan3-3.fna.fbcdn.net/v/t39.30808-6/398234118_904297701702538_2095793866212360968_n.jpg?stp=dst-jpg_p130x130&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=qNiEW653QuoAX9PNrHI&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-3.fna&cb_e2o_trans=t&oh=00_AfC0X5IItBGLlXdl2lGMrXEp17IRa4U-pxJoGhOIT1pjpQ&oe=655DF08D,,2679,18,1550,5,61,0,4313,133,208,0
121,101084031778928,Biết thế éo đi làm,101084031778928_904251701707138,2023-11-01T05:54:01+0000,2023-11-16T18:48:06+0000,Nghịch lý: Tính thì overthinking nhưng tiêu xiền thì không suy nghĩ,photo,https://scontent.fhan3-5.fna.fbcdn.net/v/t39.30808-6/395640721_904251665040475_1603839912695711740_n.jpg?stp=dst-jpg_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=pFLOtFe-tt8AX_-T59P&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-5.fna&cb_e2o_trans=t&oh=00_AfAZzTkYaHDFrj5YTypISHSApYLHcCw17pmVUaiDxZGvmg&oe=655C7049,,4004,15,2556,2,1143,2,7722,1006,771,0
122,101084031778928,Biết thế éo đi làm,101084031778928_904193281712980,2023-11-01T03:23:13+0000,2023-11-07T15:50:52+0000,Nghệ thuật chuyện trò :))),photo,https://scontent.fhan4-1.fna.fbcdn.net/v/t39.30808-6/398559241_904193261712982_6209977424865775835_n.jpg?stp=dst-jpg_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=5f2048&_nc_ohc=4Ciypj3i0rYAX8nK80N&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-1.fna&cb_e2o_trans=t&oh=00_AfA8QSMUdhDcuVxCEHGpxxm3AbG0CZ4YIo4sHdq5AU23hA&oe=655D8891,,1140,5,1856,3,16,0,3020,22,98,0
123,101084031778928,Biết thế éo đi làm,101084031778928_903812151751093,2023-10-31T14:01:34+0000,2023-11-09T10:08:52+0000,Đi làm nhưng quên mang điện thoại #BTEDL #AgencyCam,video,https://scontent.fhan4-3.fna.fbcdn.net/v/t15.5256-10/396537187_683581523870885_8504250178403571940_n.jpg?stp=dst-jpg_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=1a7029&_nc_ohc=_GK9TTIZe0oAX8wGHBl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-3.fna&cb_e2o_trans=t&oh=00_AfAUazSU_E30aWmVa1AtPgq_70SjDyKTKFN3dAB5qdzzPA&oe=655D1E25,https://scontent.fhan4-3.fna.fbcdn.net/v/t42.1790-2/397579634_3453493988233991_772846310743334536_n.mp4?_nc_cat=103&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjMwNiwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=91cR4rLvLssAX8a2Pg1&rl=306&vabr=170&_nc_ht=scontent.fhan4-3.fna&cb_e2o_trans=t&oh=00_AfBfGgj93IERT_DYX2sSCIvVUO_CoV0-rhob9CtFbzlcKQ&oe=655C9388,533,5,782,0,10,1,1331,12,41,82
124,101084031778928,Biết thế éo đi làm,101084031778928_903761275089514,2023-10-31T13:01:01+0000,2023-11-01T17:10:53+0000,"💃 Lắm lúc chỉ muốn bỏ làm về lên “xe hoa” cho khỏe 🤗

Nói chứ bận bịu đi làm đến mấy nhưng nhớ là phải chăm chút yêu chiều bản thân trước nha mấy bà. Cho bà nào bị hụt event 20/10 đợt rồi của Purité thì giờ tạm gác bận rộn, yêu mình hơn đi! Check liền bảo bối cho chị em yêu mình hơn khi đang ‘bán mình cho tư bản' nè 👇👇 

#banduroiyeuminhhonthoi",photo,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.30808-6/398252427_903761225089519_5226062243511073243_n.jpg?stp=dst-jpg_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=qGNBVCBb-M8AX9x9KGl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfDqg4z0pwlNHwBCl0BnBJkgMfZWF-fc0qLcaFUB8S4d1A&oe=655C567C,,3465,523,695,0,6,363,5052,1,33,0
125,101084031778928,Biết thế éo đi làm,101084031778928_903673465098295,2023-10-31T09:39:56+0000,2023-11-13T14:04:44+0000,Con người ai cũng phải bận rộn. Người ta bận làm bận kiếm tiền. Còn tôi bận cười với đồng nghiệp,status,,,1180,4,725,0,19,1,1929,74,223,0
126,101084031778928,Biết thế éo đi làm,101084031778928_903634311768877,2023-10-31T08:05:05+0000,2023-11-04T08:07:22+0000,Cùng chí hướng gặp nhau kiểu 🥲,photo,https://scontent.fhan3-3.fna.fbcdn.net/v/t39.30808-6/398236936_903634285102213_7639673998992901985_n.jpg?stp=dst-jpg_p130x130&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=SvlR7hVXodIAX8Mk05E&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-3.fna&cb_e2o_trans=t&oh=00_AfBVyNhHMxmhQgY-AwdJi4lor16E3c3sqvo-_tqOA-NeHw&oe=655C7930,,2267,12,4521,2,25,0,6827,29,127,0
127,101084031778928,Biết thế éo đi làm,101084031778928_903613005104341,2023-10-31T07:02:52+0000,2023-11-05T22:26:05+0000,"Người ta bồng bế con
Tôi bồng bột và bế tắc 😌",status,,,2328,11,1778,1,168,1,4287,401,387,0
128,101084031778928,Biết thế éo đi làm,101084031778928_903572161775092,2023-10-31T05:03:18+0000,2023-11-02T14:00:14+0000,Halloween cần gì hoá trang khi mình đã là “con wy của tư bản”,photo,https://scontent.fhan3-5.fna.fbcdn.net/v/t39.30808-6/396527607_903572141775094_8420491180839906388_n.jpg?stp=dst-jpg_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=_NXcWJb_wIUAX85E8F1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-5.fna&cb_e2o_trans=t&oh=00_AfBFQa5W4DiwwPPIp5zyRwiFcK3tOe5SvOrVt9G8yF1-Ew&oe=655D2CB2,,1014,2,1097,2,94,0,2209,192,164,0
129,101084031778928,Biết thế éo đi làm,101084031778928_903547321777576,2023-10-31T03:53:58+0000,2023-11-09T12:36:22+0000,"Thực tế chứng minh, trong 1 công ty, người nào hay cười, người đó lương thấp! =))))
------
Cre: Hội người lương thấp Việt Nam",status,,,1605,4,2689,7,70,0,4375,36,159,0
130,101084031778928,Biết thế éo đi làm,101084031778928_903523278446647,2023-10-31T02:46:53+0000,2023-11-03T12:34:22+0000,"Mẹ em không thích, em cũm không thích 🌝",photo,https://scontent.fhan3-1.fna.fbcdn.net/v/t39.30808-6/398313616_903523255113316_209294557136068441_n.jpg?stp=dst-jpg_p130x130&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=san043ek5mcAX9-M0g1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-1.fna&cb_e2o_trans=t&oh=00_AfD-tlpxYgnrhOpZHiClJL44YZSFqZLvsPp7wKcYHxf5Bg&oe=655CA478,,1383,5,871,2,5,0,2266,19,47,0
131,101084031778928,Biết thế éo đi làm,101084031778928_903499578449017,2023-10-31T01:42:50+0000,2023-11-09T05:22:20+0000,"Mọi người: Sao mặt kế toán cứ đăm đăm khó tính thế nhỉ?
Kế toán: Quý III là ngày 30 hay ngày 31 vậy ta 🙄",photo,https://scontent.fhan4-3.fna.fbcdn.net/v/t39.30808-6/398223523_903499545115687_8842609511741256849_n.jpg?stp=dst-jpg_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2fuh-geoW3sAX9B7A48&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-3.fna&cb_e2o_trans=t&oh=00_AfCKuODzU1MdN2jWwrMtXIYFOmDPKKx7x7f5uX67aDZOSA&oe=655D8F9A,,1177,4,1316,1,33,1,2532,25,98,0
132,101084031778928,Biết thế éo đi làm,101084031778928_903204505145191,2023-10-30T15:50:34+0000,2023-11-02T00:42:17+0000,Đếm ngược còn 4 ngày 13 giờ nữa mới đến thứ 7 🥲,status,,,766,4,393,1,130,0,1294,16,78,0
133,101084031778928,Biết thế éo đi làm,101084031778928_903104621821846,2023-10-30T13:21:58+0000,2023-11-06T15:37:35+0000,"Tình hình là mình hết lương rồi, cần tìm người nuôi đến m10 😩",status,,,3142,17,1804,0,193,0,5156,484,779,0
134,101084031778928,Biết thế éo đi làm,101084031778928_903043825161259,2023-10-30T11:12:12+0000,2023-11-03T04:04:52+0000,"Có những thứ trên đời thật khó hiểu
Đi làm muộn: trừ lương
Tăng ca: Không lương
Về đúng giờ: không nhiệt tình",status,,,1771,6,977,1,42,0,2797,85,135,0
135,101084031778928,Biết thế éo đi làm,101084031778928_903004508498524,2023-10-30T09:57:24+0000,2023-11-02T17:13:20+0000,Tips cho các chị em hết đồ mặc đi làm =))),photo,https://scontent.fhan3-5.fna.fbcdn.net/v/t39.30808-6/398226507_903004478498527_2098182716309198344_n.jpg?stp=cp1_dst-jpg_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=JLVMDQP61RIAX-mJ8NY&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-5.fna&cb_e2o_trans=t&oh=00_AfB4MbhAErHnfQm-N8JlON2hOrSPZqnIhC2jZYpO7eQRKA&oe=655E044B,,725,1,957,3,7,0,1693,15,89,0
136,101084031778928,Biết thế éo đi làm,101084031778928_902980111834297,2023-10-30T08:54:41+0000,2023-11-07T06:57:26+0000,"Nay review lương, tăng hẳn 100k nên rủ đồng nghiệp đi cafe nói chuyện tâm sự về cty
Xong cái tiền nước hết 120k :D",photo,https://scontent.fhan3-1.fna.fbcdn.net/v/t39.30808-6/397275738_902980091834299_4268395631274695413_n.jpg?stp=dst-jpg_p130x130&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=csYxMmjepIEAX_-2VbK&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-1.fna&cb_e2o_trans=t&oh=00_AfD-Nj_fcd1iyZin_GUL_e4feDz0KFc6zhYXl4uSE4Ep_A&oe=655DEE56,,753,1,1051,1,18,0,1824,6,83,0
137,101084031778928,Biết thế éo đi làm,101084031778928_902944861837822,2023-10-30T07:38:30+0000,2023-11-05T03:14:57+0000,Định ngủ quá giờ trưa mà nhận ra mình làm công chứ không làm chủ =)),photo,https://scontent.fhan3-1.fna.fbcdn.net/v/t39.30808-6/397482351_902944845171157_5243118077360006992_n.jpg?stp=dst-jpg_p130x130&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QOmpRr3G0JUAX9Jyxns&_nc_oc=AQkMvJfX8705ezTlA1A56tmib8_BiI7cuTHmIhmUKi04IYoDxaGPEPgB1ndEzlj1QbDHQndb31PKrVoJ4zROQPcD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-1.fna&cb_e2o_trans=t&oh=00_AfAGb3nCttbKWqDRBEt7_TVsOcHH_rSJGYHZwl_h203R-A&oe=655CB245,,3685,156,3172,2,117,0,7132,114,107,0
138,101084031778928,Biết thế éo đi làm,101084031778928_902922811840027,2023-10-30T06:39:37+0000,2023-11-04T09:58:27+0000,Con mèo này mà là con người thì chắc chắn là nó làm nghề kế toán 👍,photo,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.30808-6/397408438_902922785173363_3874621114667405583_n.jpg?stp=dst-jpg_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=krBOE9Hn-ooAX9UByS4&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfCOLaCMUZiZCMHWD-Xner1gcAXpaBlpWWTFse8B_ul8aQ&oe=655D7BA7,,1471,17,1974,1,24,0,3487,41,168,0
139,101084031778928,Biết thế éo đi làm,101084031778928_902886081843700,2023-10-30T05:10:51+0000,2023-11-10T14:32:52+0000,1 công ty họp sáng thứ 2 là công ty thừa nước bọt 🥲,status,,,3101,11,2982,8,52,0,6154,60,424,0
140,101084031778928,Biết thế éo đi làm,101084031778928_902842375181404,2023-10-30T03:09:36+0000,2023-11-02T13:03:43+0000,"9h vào làm và đây là tôi của lúc 8h61.
Confirm là NGON nhé quý vị! Chả lụa que vị nguyên bản black pink mua ở cửa hàng dưới chân công ty nhé!!!",photo,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.30808-6/396490365_902842328514742_2610076218185568536_n.jpg?stp=cp1_dst-jpg_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=GPc7I6M4zqYAX_asTLl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfDZlVHpDcSdpZJ1VOF1h-vnZJso9vVdMBmU9e-R104ytg&oe=655DEA5B,,2478,6,980,0,0,0,3464,9,85,0
141,101084031778928,Biết thế éo đi làm,101084031778928_902816301850678,2023-10-30T02:07:49+0000,2023-11-06T05:06:21+0000,Mới ngày đầu đi làm ai cũng kiểu:,photo,https://scontent.fhan3-4.fna.fbcdn.net/v/t39.30808-6/397240016_902816278517347_6016295276720931941_n.jpg?stp=dst-jpg_p130x130&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=C-twnVkMEhoAX9oE6D4&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfAWTWb01cRewaZ7BneeWigtBjJUEdHTx007sW4maEjOPg&oe=655DFF3B,,3270,21,2669,1,59,1,6021,314,452,0
142,101084031778928,Biết thế éo đi làm,101084031778928_902567205208921,2023-10-29T15:33:59+0000,2023-10-31T16:51:16+0000,"Chỉ có người giàu mới thức muộn thôi, còn người lương 5 triệu đi ngủ đi không mai hối hận 😌",status,,,666,4,424,1,36,0,1131,23,84,0
143,101084031778928,Biết thế éo đi làm,101084031778928_902512818547693,2023-10-29T14:01:18+0000,2023-11-05T04:55:33+0000,Lớp đào tạo tư bản #BTEDL #AgencyCam,video,https://scontent.fhan3-1.fna.fbcdn.net/v/t15.5256-10/365339767_901084431637931_9177150700959615304_n.jpg?stp=dst-jpg_p130x130&_nc_cat=102&ccb=1-7&_nc_sid=1a7029&_nc_ohc=JEwhLcXjhssAX84nNIq&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-1.fna&cb_e2o_trans=t&oh=00_AfAE84M5_I2c5GwAzc8iRLvef4jiU7aLEs3UUKHKkTuIZA&oe=655DCFEF,https://scontent.fhan3-5.fna.fbcdn.net/v/t42.1790-2/397319105_1032368864671576_8042084092790521793_n.mp4?_nc_cat=109&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjMyNCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=HPCh_mEpkwMAX93ODDI&rl=324&vabr=180&_nc_ht=scontent.fhan3-5.fna&cb_e2o_trans=t&oh=00_AfDkIVtxTWVXBSxwGuyKyJL50j8MgFzc75zpUvWcLskxkA&oe=655D9C73,594,5,461,1,7,0,1068,11,18,116
144,101084031778928,Biết thế éo đi làm,101084031778928_902454461886862,2023-10-29T13:00:12+0000,2023-11-01T14:53:30+0000,"- Lương m 5 trẹo đi làm làm gì? 
- Lương thấp nhưng t thích đi ẻ ở công ty 😇
- Mắc gì phải ra công ty hả bạn 😀 
Cho đến khi xem được cái video này thì tôi cũng hiểu vì sao. Anh chị em bạn dì xem video confirm hộ tôi xem đúng k :v Còn giờ tôi đi đòi sếp sắm luôn cho WC công ty cái bồn cầu này dùng thử phát còn biết đường gắn bó lâu dài với công ty =)))

#CaesarVietnam #ngaixacocaesar #tienichlaviban",video,https://scontent.fhan3-4.fna.fbcdn.net/v/t15.5256-10/365835342_322847927119801_5757070985953140050_n.jpg?stp=dst-jpg_s130x130&_nc_cat=104&ccb=1-7&_nc_sid=1a7029&_nc_ohc=6Z9ehJbJ_88AX9fgJOF&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-4.fna&cb_e2o_trans=t&oh=00_AfDJy7Sfbue4vWI2Zw53JgEebTd3zaNzfrf09SEKQlJHPw&oe=655D7BC3,https://scontent.fhan3-5.fna.fbcdn.net/v/t42.1790-2/396340133_1295136347860152_6152646826655874392_n.mp4?_nc_cat=110&ccb=1-7&_nc_sid=55d0d3&efg=eyJybHIiOjcxNCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=AJn1K1iIjmQAX95gYWP&rl=714&vabr=397&_nc_ht=scontent.fhan3-5.fna&cb_e2o_trans=t&oh=00_AfB-EGPA7qrvK2JaKcI-_FFYPSZL8iHWsQ_kQbu7FuSOdQ&oe=655C5A74,2019,1,623,0,0,0,2643,0,141,33
145,101084031778928,Biết thế éo đi làm,101084031778928_902455738553401,2023-10-29T12:15:14+0000,2023-11-06T14:23:33+0000,Cách các sếp nói chuyện:,photo,https://scontent.fhan4-2.fna.fbcdn.net/v/t39.30808-6/397258381_902455718553403_1253937293234332520_n.jpg?stp=dst-jpg_p130x130&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=FWs9pMs7xncAX9K8k3m&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-2.fna&cb_e2o_trans=t&oh=00_AfD08AooR927dYvcfQFoFSUD3Az1spt-ic4Zy70zqlw7AA&oe=655C80EA,,3069,9,3976,2,60,0,7116,39,72,0
146,101084031778928,Biết thế éo đi làm,101084031778928_902364348562540,2023-10-29T08:33:01+0000,2023-11-09T11:09:56+0000,"Lương thấp nhưng gì cũng phải làm kiểu
Cre: Amore Rooftop",photo,https://scontent.fhan3-1.fna.fbcdn.net/v/t39.30808-6/397299094_902364321895876_7877294754917017516_n.jpg?stp=dst-jpg_p168x128&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=P_6OMrngLgAAX-kmMJ9&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-1.fna&cb_e2o_trans=t&oh=00_AfDClw59gXHgzZkYzFhn9mSmG6JjK4YEKuaLKK5IdPyc3g&oe=655DA66E,,1325,6,1590,2,20,0,2943,43,207,0
147,101084031778928,Biết thế éo đi làm,101084031778928_902287148570260,2023-10-29T05:16:41+0000,2023-11-01T19:03:29+0000,Vừa ngủ dậy và nhận ra 20 tiếng nữa là phải đi làm 🥺,photo,https://scontent.fhan3-3.fna.fbcdn.net/v/t39.30808-6/396530972_902287125236929_3417042300762953423_n.jpg?stp=dst-jpg_p130x130&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=O68hqWLkOigAX_j5zGU&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan3-3.fna&cb_e2o_trans=t&oh=00_AfDWQj0Fb27m9eFbJwJdoVq9MAwt-XXmFGx900ypT5xGjQ&oe=655C5006,,1522,3,692,2,370,1,2590,86,119,0
148,101084031778928,Biết thế éo đi làm,101084031778928_902270318571943,2023-10-29T04:36:35+0000,2023-11-02T10:18:34+0000,"Dấu hiệu để nhận biết 1 công ty nguy cơ cao t.o..x.i..c:
1. Môi trường trẻ trung năng động 🙂
vì sao ư 🙂 
Vì làm gì có tiền mà thuê người có tuổi, nhiều kinh nghiệm nên nhân viên nghỉ việc thường xuyên từ đó độ tuổi công ty trẻ thôi 🙂
2. Lương thỏa thuận
Chỗ nào ghi lương thỏa thuận auto 99% lương thấp so với mặt bằng chung. Để trên JD thỏa thuận cho đỡ bị p.h.ốtt.
3. Công ty gia đình
Công ty gia đình thường top đầu h.ã.m nhé :))) đồng nghiệp con cháu anh chị em sếp to bằng trời :))) lộnghànhh lắm các bạn hiền :))) né nhé.
4. Công ty suốt ngày đăng tin tuyển dụng
1 là công ty .l.ừ.a.đ.ả.oo , 2 là môi trường h.ã.m nên nhân viên nghỉ thường xuyên, 3 là lương thấp, 4 là cả 3 phương án trên.
——-
Cre: Hội người lương thấp Việt Nam",status,,,3143,28,1878,0,25,0,5074,192,319,0
149,101084031778928,Biết thế éo đi làm,101084031778928_902216848577290,2023-10-29T03:00:20+0000,2023-11-02T03:57:06+0000,Nhất bạn :)))),photo,https://scontent.fhan4-2.fna.fbcdn.net/v/t39.30808-6/397264864_902216828577292_1183350425194974788_n.jpg?stp=dst-jpg_p130x130&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=pXP3XQDgb1wAX8Nr399&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-2.fna&cb_e2o_trans=t&oh=00_AfCHiQMRF5FR7UNOgTrAJFJPPp3LlTjJS1pRYcPBEjB31w&oe=655CBA25,,4525,9,6722,19,132,0,11407,46,133,0
150,101084031778928,Biết thế éo đi làm,101084031778928_901859071946401,2023-10-28T14:25:44+0000,2023-11-01T11:37:15+0000,Cách để có lương 50tr: lấy chồng lương 45tr,status,,,1817,16,1981,2,26,0,3842,116,301,0
151,101084031778928,Biết thế éo đi làm,101084031778928_901784305287211,2023-10-28T11:54:19+0000,2023-11-09T22:58:06+0000,Thứ chúng ta cần bây giờ không phải là tình yêu mà là công việc với mức lương 50tr 😌,status,,,1680,43,683,4,13,0,2423,71,227,0
152,101084031778928,Biết thế éo đi làm,101084031778928_901713921960916,2023-10-28T09:10:36+0000,2023-10-29T14:53:25+0000,Muốn không c.h.á.y tài khoản thì chỉ có tham gia khóa học chứng khoán free của Mentori thôi 👇👇,photo,https://scontent.fhan4-3.fna.fbcdn.net/v/t39.30808-6/395510928_901713691960939_7571565276481057451_n.jpg?stp=dst-jpg_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=dRsivG0n3SEAX_BCw0A&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-3.fna&cb_e2o_trans=t&oh=00_AfDqKox5iEELlOtYS92C8BIyfTGIvpeP2VKOIUI6orovhA&oe=655D23F2,,594,3,64,177,2,0,840,0,17,0
153,101084031778928,Biết thế éo đi làm,101084031778928_901703021962006,2023-10-28T08:43:28+0000,2023-11-07T18:59:15+0000,Tôi và những người bạn nhận ra vấn đề sau khi lên kế hoạch du lịch,photo,https://scontent.fhan4-2.fna.fbcdn.net/v/t39.30808-6/395505567_901702951962013_2753916013533405983_n.jpg?stp=dst-jpg_p130x130&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=O7Cn4dA1es4AX_axG3i&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.fhan4-2.fna&cb_e2o_trans=t&oh=00_AfARZ12tnHj3th_ux-4mIXQ-nX-lKA3Wu-U2OcuzPQXVqQ&oe=655C954D,,2259,15,1790,2,206,0,4272,240,582,0
